{82, 40, {{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}, 
  {{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}, 
  {{0, 2.87256440856256*^-10, 4.972152134463636*^-10, 
    -2.9522856104247333*^-9}, {2.8725649636741005*^-10, 
    5.45496814385865*^-10, 1.2935309767758717*^-10, -7.235102794656207*^-10}, 
   {4.972152689575332*^-10, 1.2935308379979773*^-10, -6.09880201896118*^-10, 
    5.856957974170698*^-10}, {-2.9522856381802853*^-9, 
    -7.235103072211816*^-10, 5.856957696614751*^-10, 0}}}, 
 {{{0. + 0.9999999999999815*I, 0.3237122906650552, 0.42754595822571834, 
    -0.844046685010536}, {-0.3237122906650552, 0. + 0.9999999999999815*I, 
    -0.844046685010536, -0.42754595822571834}, {-0.42754595822571834, 
    0.844046685010536, 0. + 0.9999999999999815*I, 0.3237122906650552}, 
   {0.844046685010536, 0.42754595822571834, -0.3237122906650552, 
    0. + 0.9999999999999815*I}}, {{0. + 0.9999999999999815*I, 
    0.3237122906650552, 0.42754595822571834, -0.844046685010536}, 
   {-0.3237122906650552, 0. + 0.9999999999999815*I, -0.844046685010536, 
    -0.42754595822571834}, {-0.42754595822571834, 0.844046685010536, 
    0. + 0.9999999999999815*I, 0.3237122906650552}, 
   {0.844046685010536, 0.42754595822571834, -0.3237122906650552, 
    0. + 0.9999999999999815*I}}}, {0, 0}, {{-1.574464285714347}, 
  {-2.120000000000001}, {-1.574464285714347}, {{2, 0.06659285618965616}, 
   {3, 0.05630792075821713}, {4, 0.0644085589434884}, 
   {5, 0.0700607354524358}, {6, 0.08270735963272989}, 
   {7, 0.09763979697820357}, {8, 0.11594904747097615}, 
   {9, 0.126239749738682}, {10, 0.16111568434949686}, 
   {11, 0.18616148885554956}, {12, 0.31182710746043524}, 
   {13, 0.35917667894341304}, {14, 0.7021730158789945}, 
   {15, 0.6694518286177902}, {16, 0.6058515173802256}, 
   {17, 0.3683099498315899}, {18, 0.2137661085341973}, 
   {19, 0.1278491612805835}, {20, 0.07181055489879029}, 
   {21, 0.04269189794159234}, {22, 0.02444012599988804}, 
   {23, 0.014295020501508937}, {24, 0.008255890248204334}, 
   {25, 0.004804792532400182}, {26, 0.0027834499680928215}, 
   {27, 0.001617313801823561}, {28, 0.0009378559438784073}, 
   {29, 0.0005446337326763251}, {30, 0.00031591991534662967}, 
   {31, 0.00018343033299722533}, {32, 0.00011657372202956257}, 
   {33, 0.00009123124544422256}, {34, 0.00007145247319780766}, 
   {35, 0.000055999733445496113}, {36, 0.00004390623482186711}, 
   {37, 0.000034435618307379206}, {38, 0.00002701324857544562}, 
   {39, 0.000021194053754188845}, {40, 0.000016630109001910445}, 
   {41, 0.00001304996358118868}, {42, 0.000010241071069173759}, 
   {43, 8.037067322496127*^-6}, {44, 6.307549908041597*^-6}, 
   {45, 4.95030176536644*^-6}, {46, 3.885152137546101*^-6}, 
   {47, 3.049216410750784*^-6}, {48, 2.3931566298836836*^-6}, 
   {49, 1.8782607921121856*^-6}, {50, 1.474151004581876*^-6}, 
   {51, 1.1569883398676424*^-6}, {52, 9.08064374469194*^-7}, 
   {53, 7.126967028520195*^-7}, {54, 5.593622840089676*^-7}, 
   {55, 4.390175022961402*^-7}, {56, 3.4456459152570935*^-7}, 
   {57, 2.704329260805539*^-7}, {58, 2.1225042387552768*^-7}, 
   {59, 1.665856619592901*^-7}, {60, 1.3074548793624163*^-7}, 
   {61, 1.0261617633401066*^-7}, {62, 8.053876471292505*^-8}, 
   {63, 6.321121154286052*^-8}, {64, 4.9611604435718884*^-8}, 
   {65, 3.893789196630252*^-8}, {66, 3.056058103801711*^-8}, 
